lastname,firstname
li, xiaoling
palmatier, robert w.
wongkitrungrueng, apiradee
valenzuela, ana
sen, sankar
ter braak, anne
deleersnyder, barbara
lin, lily
hoegg, joandrea
aquino, karl
richards, timothy j.
hamilton, stephen f.
yonezawa, koichi
cao, lanlan
liu, xin
cao, wenbin
de vries, eline l. e.
duque, lola c.
koschmann, anthony
isaac, mathew s.
gunasti, kunter
baskin, ernest
wen, na
lurie, nicholas h.
banerjee, somnath
stock, axel
roggeveen, a. l.
sethuraman, r.
roggeveen, anne l.
sethuraman, raj
dekimpe, marnik g.
geyskens, inge
hult, g. tomas m.
sharma, pratyush nidhi
morgeson, forrest v.
zhang, yufei
koecher, soeren
jugovac, michael
jannach, dietmar
holzmueller, hartmut h.
guan, xu
mantrala, murali
bian, yiwen
bauner, christoph
jaenicke, edward
wang, emily
wu, ping-chao
kumar, v.
venkatesan, rajkumar
logkizidou, maria
bottomley, paul
angell, rob
evanschitzky, heiner
roggeveen, anne l.
sethuraman, raj
mende, martin
noble, stephanie m.
singh, jagdip
arnold, todd
brady, michael
brown, tom
heller, jonas
chylinski, mathew
de ruyter, ko
mahr, dominik
keeling, debbie i.
holmqvist, jonas
van vaerenbergh, yves
lunardo, renaud
dahlen, micael
hughes, douglas e.
richards, keith a.
calantone, roger
baldus, brian
spreng, richard a.
arnold, todd j.
grewal, dhruv
motyka, scott
kim, namwoon
sharma, arun
srivastava, rajendra
kumar, v.
venkatesan, rajkumar
roggeveen, anne l.
sethuraman, raj
herhausen, dennis
kleinlercher, kristina
verhoef, peter c.
emrich, oliver
rudolph, thomas
nath, pravin
kirca, ahmet h.
kim, saejoon
andras, trina larsen
blessing, gerald
natter, martin
main, kelley j.
guo, wenxia
white, katherine
zheng, xiaoying
baskin, ernest
dhar, ravi
wen, na
lurie, nicholas h.
verma, swati
guha, abhijit
biswas, abhijit
grewal, dhruv
roggeveen, anne l.
sethuraman, raj
aychnoglu, nilufer z.
krishna, aradhna
reynolds-mcilnay, ryann
morrin, maureen
izadi, anoosha
rudd, melanie
patrick, vanessa m.
imschloss, monika
kuehnl, christina
ringler, christine
sirianni, nancy j.
gustafsson, anders
peck, joann
heller, jonas
chylinski, mathew
de ruyter, ko
mahr, dominik
keeling, debbie i.
togawa, taku
park, jaewoo
ishii, hiroaki
deng, xiaoyan
roggeveen, anne l.
sethuraman, raj
grewal, dhruv
roggeveen, anne l.
de bellis, emanuel
johar, gita venkataramani
santana, shelle
thomas, manoj
morwitz, vicki g.
thomas, tandy chalmers
epp, amber m.
price, linda l.
argo, jennifer j.
dahl, darren w.
shavitt, sharon
barnes, aaron j.
jung, jihye
mittal, vikas
van osselaer, stijn m. j.
fuchs, christoph
schreier, martin
puntoni, stefano
pham, michel tuan
sun, jennifer j.
roggeveen, anne l.
grewal, dhruv
schweiger, elisa b.
roggeveen, anne l.
sethuraman, raj
robertson, thomas s.
hamilton, ryan
jap, sandy d.
xu, xiaobing
chen, rong
jiang, lan
sun, jiong
zhang, xing
zhu, qingyuan
desmichel, perrine
kocher, bruno
lu, zhi
bolton, lisa e.
ng, sharon
chen, haipeng (allan)
kim, claire heeryung
han, eunjoo
choi, jungsil
madhavaram, sreedhar r.
park, hyun young
chen, huan
pang, jun
koo, minkyung
patrick, vanessa m.
mead, james a.
richerson, rob
li, wenjing
roggeveen, anne l.
sethuraman, raj
roggeveen, anne l.
sethuraman, raj
valentini, sara
neslin, scott a.
montaguti, elisa
marchand, andre
marx, paul
hess, nicole j.
kelley, corinne m.
scott, maura l.
mende, martin
schumann, jan h.
blut, markus
iyer, gopalkrishnan r.
koo, jieun
suk, kwanho
barone, michael j.
coulter, keith s.
li, xingbo
feng, cong
fay, scott
zheng, xu vivian
ji, li jenny
su, chenting
martin, kelly d.
palmatier, robert w.
okazaki, shintaro
eisend, martin
plangger, kirk
de ruyter, ko
grewal, dhruv
martin, kelly d.
kim, jisu j.
palmatier, robert w.
steinhoff, lena
stewart, david w.
walker, beth a.
wang, yonggui
weaven, scott k.
aiello, gaetano
donvito, raffaele
acuti, diletta
grazzini, laura
mazzoli, valentina
vannucci, virginia
viglia, giampaolo
bidler, margarita
zimmermann, johanna
schumann, jan h.
widjaja, thomas
grosso, monica
castaldo, sandro
li, hua (ariel)
lariviere, bart
wang, jeff jianfeng
grunhagen, marko
ji, li (jenny)
zheng, xu (vivian)
ingene, charles a.
parry, mark e.
xu, zibin
bertini, marco
aydinli, aylin
jha, subhash
balaji, m. s.
peck, joann
oakley, jared
deitz, george d.
mcalister, leigh
sinha, shameek
samiee, saeed
chabowski, brian r.
cron, william l.
alavi, sascha
habel, johannes
wieseke, jan
ryari, hanaa
bolander, willy
chaker, nawar n.
pappas, alec
bradbury, daniel r.
baumgartner, hans
weijters, bert
pieters, rik
blut, markus
wang, cheng
wuenderlich, nancy v.
brock, christian
hulland, john
houston, mark
sipila, jenni
alavi, sascha
edinger-schons, laura marie
dorfer, sabrina
schmitz, christian
bergkvist, lars
eisend, martin
hildebrand, christian
bergner, anouk
harmancioglu, nukhet
wuyts, stefan
ozturan, peren
eshghi, kamran
ray, sourav
moffett, jordan w.
folse, judith anne garretson
palmatier, robert w.
de jong, ad
zacharias, nicolas a.
nijssen, edwin j.
huang, ming-hui
rust, roland t.
steenkamp, jan-benedict e. m.
maydeu-olivares, alberto
peterson, robert m.
malshe, avinash
friend, scott b.
dover, howard
shamsollahi, ali
chmielewski-raimondo, danielle a.
bell, simon j.
kachouie, reza
houston, mark b.
hulland, john
kim, ho
jiang, juncai
bruce, norris i.
henderson, conor m.
steinhoff, lena
harmeling, colleen m.
palmatier, robert w.
giannetti, verdiana
rubera, gaia
pedada, kiran
arunachalam, s.
dass, mayukh
borah, sourav bikash
prakhya, srinivas
sharma, amalesh
heinberg, martin
katsikeas, constantine s.
ozkaya, h. erkan
taube, markus
badir, yuosre f.
frank, bjorn
bogers, marcel
arunachalam, s.
bahadir, s. cem
bharadwaj, sundar g.
guesalaga, rodrigo
zou, peng
wang, qi
xie, jinhong
zhou, chenxi
shankar, venkatesh
narang, unnati
lim, sesil
donkers, bas
van dijl, patrick
dellaert, benedict g. c.
de luca, luigi m.
herhausen, dennis
troilo, gabriele
rossi, andrea
moulard, julie guidry
raggio, randle d.
folse, judith anne garretson
you, ya
srinivasan, shuba
pauwels, koen
joshi, amit
salonen, anna
terho, harri
boehm, eva
virtanen, ari
rajala, risto
cornwell, t. bettina
kwon, youngbum
becker, larissa
jaakkola, elina
blut, markus
wang, cheng
nath, pravin
bharadwaj, neeraj
tezer, ali
bodur, h. onur
grohmann, bianca
guitart, ivan a.
hervet, guillaume
gelper, sarah
keeling, debbie isobel
keeling, kathleen
de ruyter, ko
laing, angus
whitler, kimberly a.
lee, ben
krause, ryan
morgan, neil a.
smith, andrew n.
fischer, eileen
ruvio, ayalla
bagozzi, richard p.
hult, g. tomas m.
spreng, richard
li, fangfang
larimo, jorma
leonidou, leonidas c.
ho-dac, nga n.
kumar, minu
slotegraaf, rebecca j.
hulland, john
houston, mark
zhao, yanhui
zhang, yufei
wang, joyce (feng)
schrock, wyatt a.
calantone, roger j.
salonen, anna
terho, hard
boehm, eva
virtanen, ari
rajala, risto
santini, fernando de oliveira
ladeira, wagner junior
pinto, diego costa
herter, marcia maurer
sampaio, claudio hoffmann
babin, barry j.
mangus, stephanie m.
jones, eli
folse, judith anne garretson
sridhar, shrihari
ikonen, iina
sotgiu, francesca
aydinli, aylin
verlegh, peeter w. j.
iyer, gopalkrishnan r.
blut, markus
xiao, sarah hong
grewal, dhruv
sample, kevin l.
hagtvedt, henrik
brasel, s. adam
rosario, ana babic
de valck, kristine
sotgiu, francesca
kranzbuhler, anne-madeleine
zerres, alfred
kleijnen, mirella h. p.
verlegh, peeter w. j.
schmidt, jonas
bijmolt, tammo h. a.
khamitov, mansur
gregoire, yany
suri, anshu
otto, ashley s.
szymanski, david m.
varadarajan, rajan
auer, johannes
papies, dominik
kranzbuhler, anne-madeleine
zerres, alfred
kleijnen, mirella h. p.
verlegh, peeter w. j.
dubois, pierre
albuquerque, paulo
allais, olivier
bonnet, celine
bertail, patrice
combris, pierre
lahlou, saadi
rigal, natalie
ruffieux, bernard
chandon, pierre
zhang, jonathan z.
chang, chun-wei
kim, jisu j.
steinhoff, lena
palmatier, robert w.
hilken, tim
keeling, debbie i.
de ruyter, ko
mahr, dominik
chylinski, mathew
alavi, sascha
habel, johannes
schwenke, marco
schmitz, christian
tsekouras, dimitrios
dellaert, benedict g. c.
donkers, bas
haubl, gerald
chang, chun-tuan
chu, xing-yu (marcos)
meyer, jan-hinrich
de ruyter, ko
grewal, dhruv
cleeren, kathleen
keeling, debbie isobel
motyka, scott
feng, hui
morgan, neil a.
rego, lopo l.
sanchez, joaquin
abril, carmen
haenlein, michael
tang, yihui (elina)
marinova, detelina
winkler, hans-joerg
rieger, verena
engelen, andreas
zheng, xu (vivian)
li, xiaoling
ren, xingyao
yang, zhilin
hulland, john
houston, mark b.
kraemer, tobias
weiger, welf h.
gouthier, matthias h. j.
hammerschmidt, maik
yao, jun
oppewal, harmen
wang, di
schlager, tobias
de bellis, emanuel
hoegg, joandrea
bill, fabian
feurer, sven
klarmann, martin
grewal, dhruv
hulland, john
kopalle, praveen k.
karahanna, elena
davenport, thomas
guha, abhijit
grewal, dhruv
bressgott, timna
kopalle, praveen k.
kumar, v.
subramaniam, mohan
yadav, manjit s.
pavlou, paul a.
kumar, v.
srivastava, rajendra
bornemann, torsten
hattula, cornelia
hattula, stefan
malodia, suresh
gupta, shaphali
jaiswal, anand kumar
thomaz, felipe
salge, carolina
karahanna, elena
hulland, john
mullins, ryan
menguc, bulent
panagopoulos, nikolaos g.
kuebler, raoul v.
langmaack, michael
albers, soenke
hoyer, wayne d.
chen, xingyu
li, xing
yao, dai
zhou, zhimin
wang, qingliang
miao, fred
tayi, giri kumar
xie, en
chang, yaping
li, you
yan, jun
kumar, v.
xiang, diandian
zhang, leinan
tao, qiuyan
wang, yonggui
ma, shuang
dong, maggie chuoyan
zeng, fue
su, chenting
vieira, valter afonso
severo de almeida, marcos inacio
agnihotri, raj
de arruda correa da silva, noga simoes
arunachalam, s.
wang, haizhong
yuan, hong
li, xiaolin
li, huaxi
wang, haizhong
yuan, hong
li, xiaolin
li, huaxi
zou, peng
liu, jingwen
wang, feng
zuo, li
yang, zhi
wu, yueyan
zuo, li
fisher, gregory j.
yang, zhi
wiecek, annika
wentzel, daniel
erkin, aras
gremler, dwayne d.
van vaerenbergh, yves
bruggen, elisabeth c.
gwinner, kevin p.
sridhar, shrihari
fang, eric
dowling, katharina
guhl, daniel
klapper, daniel
spann, martin
stich, lucas
yegoryan, narine
tong, siliang
luo, xueming
xu, bo
appel, gil
grewal, lauren
hadi, rhonda
stephen, andrew t.
agarwal, ritu
dugas, michelle
gao, guodong (gordon)
kannan, p. k.
grewal, dhruv
noble, stephanie m.
roggeveen, anne l.
nordfalt, jens
venkatesan, rajkumar
bleier, alexander
reinartz, werner
ravishanker, nalini
gonzalez, gabriel r.
claro, danny p.
wolter, jeremy s.
bock, dora
mackey, jeremy
xu, pei
smith, jeffery s.
lawrence, justin m.
crecelius, andrew t.
scheer, lisa k.
lam, son k.
johnen, marius
schnittka, oliver
christopher, ranjit m.
machado, fernando s.
woodroof, parker j.
deitz, george d.
howie, katharine m.
evans, robert d.
wang, helen si
yim, chi kin (bennett)
harmancioglu, nukhet
griffith, david a.
yilmaz, tuba
peng, ling
cui, geng
chung, yuho
li, chunyu
sciandra, michael r.
inman, j. jeffrey
stephen, andrew t.
garnefeld, ina
eggert, andreas
husemann-kopetzky, markus
boehm, eva
nenonen, suvi
storbacka, kaj
windahl, charlotta
chaudhuri, malika
voorhees, clay m.
beck, jonathan m.
lam, son k.
decarlo, thomas e.
sharma, ashish
hohenberg, sebastian
homburg, christian
zhou, chen
sridhar, shrihari
becerril-arreola, rafael
cui, tony haitao
dong, yan
kumar, v.
nim, nandini
sharma, amalesh
kumar, v.
nim, nandini
sharma, amalesh
steinhoff, lena
arli, denni
weaven, scott
kozlenkova, irina v.
gretz, richard t.
malshe, ashwin
bauer, carlos
basuroy, suman
dutta, sujay
guha, abhijit
biswas, abhijit
grewal, dhruv
dose, david b.
walsh, gianfranco
beatty, sharon e.
elsner, ralf
ding, amy wenxuan
li, shibo
rutz, oliver j.
watson, george f.
akaka, melissa archpru
schau, hope jensen
torres, lez trujillo
deberry-spence, benet
hamilton, rebecca
thompson, debora
bone, sterling
chaplin, lan nguyen
griskevicius, vladas
goldsmith, kelly
hill, ronald
john, deborah roedder
mittal, chiraag
o'guinn, thomas
piff, paul
roux, caroline
shah, anuj
zhu, meng
kuehnl, christina
jozic, danijel
homburg, christian
hamilton, rebecca
price, linda l.
nakata, cheryl
izberk-bilgin, elif
sharp, lisa
spanjol, jelena
cui, anna shaojie
crawford, stephanie y.
xiao, yazhen
novak, thomas p.
hoffman, donna l.
mende, martin
scott, maura l.
garvey, aaron m.
bolton, lisa e.
vredeveld, anna j.
coulter, robin a.
hildebrand, christian
schlager, tobias
kranzbuhler, anne-madeleine
kleijnen, mirella h. p.
verlegh, peeter w. j.
schamp, christina
heitmann, mark
katzenstein, robin
hanson, sara
jiang, lan
dahl, darren
morgan, neil a.
whitler, kimberly a.
feng, hui
chari, simos
biswas, dipayan
lund, kaisa
szocs, courtney
crecelius, andrew t.
lawrence, justin m.
lee, ju-yeon
lam, son k.
scheer, lisa k.
newman, christopher l.
cinelli, melissa d.
vorhies, douglas
folse, judith anne garretson
bagga, charan k.
bendle, neil
cotte, june
hochstein, bryan
bolander, willy
goldsmith, ronald
plouffe, christopher r.
kumar, v.
rajan, bharath
gupta, shaphali
pozza, ilaria dalla
hollebeek, linda d.
srivastava, rajendra k.
chen, tom
hollebeek, linda d.
srivastava, rajendra k.
chen, tom
ptok, annette
jindal, rupinder p.
reinartz, werner j.
sheng, shibin
zhou, kevin zheng
li, julie juan
guo, zhaoyang
motyka, scott
grewal, dhruv
aguirre, elizabeth
mahr, dominik
de ruyter, ko
wetzels, martin
gregoire, yany
ghadami, fateme
laporte, sandra
senecal, sylvain
larocque, denis
jin, liyin
he, yanqun
zhang, xiaoling
li, shibo
burke, raymond r.
viswanathan, vijay
tillmanns, sebastian
krafft, manfred
asselmann, daniel
garnefeld, ina
boehm, eva
klimke, lena
oestreich, andrea
niemand, thomas
mai, robert
ptok, annette
jindal, rupinder p.
reinartz, werner j.
zhao, yanhui
calantone, roger j.
voorhees, clay m.
singh, sunil
marinova, detelina
singh, jagdip
evans, kenneth r.
mayberry, robert
boles, james sanders
donthu, naveen
malshe, avinash
friend, scott b.
mu, jifeng
thomas, ellen
qi, jiayin
tan, yong
miniard, paul w.
jayanti, rama k.
alvarez, cecilia m. o.
dickson, peter r.
mills, paul
zamudio, cesar
petersen, j. andrew
kumar, v.
polo, yolanda
javier sese, f.
hulland, john
miller, jeff
van der borgh, michel
schepers, jeroen
balducci, bitty
marinova, detelina
wetzel, hauke a.
hattula, stefan
hammerschmidt, maik
van heerde, harald j.
hayati, babak
atefi, yashar
ahearne, michael
wiedeck, cecilia
engelen, andreas
berger, axel
schlager, tobias
sprott, david e.
herrmann, andreas
johnston, wesley james
angelina nhat hanh le,angelina nhat hanh le
cheng, julian ming-sung
alavi, sascha
habel, johannes
guenzi, paolo
wieseke, jan
johnson, allison r.
folkes, valerie s.
wang, juan
arunachalam, s.
ramaswami, sridhar n.
herrmann, pol
walker, doug
hanson, sara
yuan, hong
arunachalam, s.
ramaswami, sridhar n.
herrmann, pol
walker, doug
song, reo
moon, sangkil
chen, haipeng (allan)
houston, mark b.
chandrasekaran, deepa
srinivasan, raji
sihi, debika
currim, imran s. z.
lim, jooseop
zhang, yu
newman, christopher l.
burton, scot
andrews, j. craig
netemeyer, richard g.
kees, jeremy
esmark, carol l.
noble, stephanie m.
meyer, jeffrey
shankar, venkatesh
berry, leonard l.
koschate-fischer, nicole
hoyer, wayne d.
stokburger-sauer, nicola e.
engling, jan
kim, minchung
xiong, guiyang
kim, kwang-ho
beckers, sander f. m.
van doorn, jenny
verhoef, peter c.
steward, michelle d.
narus, james a.
roehm, michelle l.
wang, chen
hoegg, joandrea
dahl, darren w.
devlin, anna g.
elmaghraby, wedad
hamilton, rebecca w.
ballings, michel
mccullough, heath
bharadwaj, neeraj
beitelspacher, lauren skinner
baker, thomas l.
rapp, adam
grewal, dhruv
carrillat, francois a.
legoux, renaud
hadida, allegre l.
parker, jeffrey r.
lehmann, donald r.
keller, kevin lane
schleicher, martin g.
lee, na young
noble, stephanie m.
biswas, dipayan
houston, mark b.
kupfer, ann-kristin
hennig-thurau, thorsten
spann, martin
grewal, dhruv
puccinelli, nancy
monroe, kent b.
dekimpe, marnik g.
deleersnyder, barbara
peterson, robert a.
umesh, u. n.
hulland, john
baumgartner, hans
smith, keith marion
spyropoulou, stavroula
katsikeas, constantine s.
skarmeas, dionysis
morgan, neil a.
arens, zachary g.
hamilton, rebecca w.
shi, yuying
lim, jeremy m.
weitz, barton a.
france, stephen l.
palmatier, robert w.
houston, mark b.
hulland, john
wirtz, jochen
zeithaml, valarie
brady, michael k.
arnold, todd
rasoulian, shahin
gregoire, yany
legoux, renaud
senecal, sylvain
umashankar, nita
bhagwat, yashoda
kumar, v.
albrecht, arne k.
walsh, gianfranco
brach, simon
gremler, dwayne d.
van herpen, erica
ding, ying
keh, hean tat
hogreve, jens
bilstein, nicola
mandl, leonhard
hilken, tim
de ruyter, ko
chylinski, mathew
mahr, dominik
keeling, debbie i.
huang, ming-hui
rust, roland t.
wieland, heiko
hartmann, nathaniel n.
vargo, stephen l.
dong, beibei
sivakumar, k.
lehmann, donald r.
winer, russell s.
cleeren, kathleen
dekimpe, marnik g.
van heerde, harald j.
hair, joseph f.
hult, g. tomas m.
ringle, christian m.
sarstedt, marko
thiele, kai oliver
kashmiri, saim
nicol, cameron duncan
arora, sandeep
lim, elison ai ching
lee, yih hwai
foo, maw-der
lenz, isabell
wetzel, hauke a.
hammerschmidt, maik
berry, christopher
burton, scot
howlett, elizabeth
albrecht, carmen-maria
hattula, stefan
lehmann, donald r.
rubera, gaia
kirca, ahmet h.
miao, c. fred
wang, guangping
payne, adrian
frow, pennie
eggert, andreas
worm, stefan
bharadwaj, sundar g.
ulaga, wolfgang
reinartz, werner j.
talay, m. berk
akdeniz, m. billur
kirca, ahmet h.
wilson, andrew e.
giebelhausen, michael d.
brady, michael k.
kelting, katie
duhachek, adam
whitler, kimberly
ou, yi-chun
verhoef, peter c.
wiesel, thorsten
menguc, bulent
auh, seigyoung
yeniaras, volkan
katsikeas, constantine s.
pansari, anita
kumar, v.
harmeling, colleen m.
moffett, jordan w.
arnold, mark j.
carlson, brad d.
guo, lin
gruen, thomas w.
tang, chuanyi
homburg, christian
jozic, danijel
kuehnl, christina
deleon, anthony j.
chatterjee, sharmila c.
kumar, v.
sharma, amalesh
gupta, shaphali
sorescu, alina
warren, nooshin l.
ertekin, larisa
kashmiri, saim
nicol, cameron duncan
hsu, liwu
sadovnikova, anna
pujari, ashish
martin, kelly d.
murphy, patrick e.
kumar, v.
choi, jeewon brianna
greene, mallik
hult, g. tomas m.
morgeson, forrest v.
morgan, neil a.
mithas, sunil
fornell, claes
knoll, johannes
matthes, joerg
feng, hui
morgan, neil a.
rego, lopo l.
nath, pravin
mahajan, vijay
labrecque, jennifer s.
wood, wendy
neal, david t.
harrington, nick
gillespie, erin adamson
noble, stephanie m.
lam, son k.
wan, echo wen
chan, kimmy wa
chen, rocky peng
ramaswami, sridhar n.
arunachalam, s.
he, yi
chen, qimei
alden, dana l.
zboja, james j.
clark, ronald a.
haytko, diana l.
zboja, james j.
clark, ronald a.
haytko, diana l.
katsikeas, constantine s.
leonidou, constantinos n.
zeriti, athina
fombelle, paul w.
bone, sterling a.
lemon, katherine n.
auh, seigyoung
menguc, bulent
spyropoulou, stavroula
wang, fatima
zanjani, shabnam h. a.
milne, george r.
miller, elizabeth g.
heinberg, martin
ozkaya, h. erkan
taube, markus
motyka, scott
suri, rajneesh
grewal, dhruv
kohli, chiranjeev
brasel, s. adam
hagtvedt, henrik
koschate-fischer, nicole
huber, isabel v.
hoyer, wayne d.
hensen, niek
keeling, debbie i.
de ruyter, ko
wetzels, martin
de jong, ad
cui, anna s.
wu, fang
josephson, brett w.
johnson, jean l.
mariadoss, babu john
decarlo, thomas e.
lam, son k.
srinivasan, shuba
rutz, oliver j.
pauwels, koen
swoboda, bernhard
puchert, cathrin
morschett, dirk
wieseke, jan
kolberg, anika
schons, laura marie
wieseke, jan
kolberg, anika
schons, laura marie
miao, c. fred
hughes, douglas e.
richards, keith a.
fu, frank q.
miao, c. fred
hughes, douglas e.
richards, keith a.
fu, frank q.
chen, jiemiao
yang, xiaojing
smith, robert e.
szocs, ilona
schlegelmilch, bodo b.
rusch, thomas
shamma, hamed m.
wolter, jeremy s.
cronin, j. joseph
kim, stephen k.
tiwana, amrit
leticia santos-vijande, maria
angel lopez-sanchez, jose
rudd, john
ranjan, kumar rakesh
read, stuart
bonney, leff
plouffe, christopher r.
brady, michael
steiner, michael
eggert, andreas
ulaga, wolfgang
backhaus, klaus
johnson, jeff s.
sohi, ravipreet s.
pick, doreen
thomas, jacquelyn s.
tillmanns, sebastian
krafft, manfred
feng, cong
fay, scott
sivakumar, k.
hsu, liwu
